data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.17', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.72', 'le_us=2746', 'est[0.89,0.46,0.34,56]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.74', 'le_us=2990', 'est[0.89,0.46,0.30,56]']"
"['CD37[0.00,0.00,0.00]=1.00', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3540', 'est[0.88,0.46,0.36,58]']"
"['CD37[0.00,0.00,0.00]=1.10', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.78', 'le_us=3326', 'est[0.90,0.46,0.34,55]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.70', 'le_us=3662', 'est[0.90,0.44,0.12,58]']"
"['CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.16', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3051', 'est[0.90,0.45,0.17,56]']"
"['CD37[0.00,0.00,0.00]=1.09', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=4.71', 'le_us=3356', 'est[0.87,0.43,-0.04,54]']"
"['CD37[0.00,0.00,0.00]=1.10', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3356', 'est[0.84,0.39,-0.18,61]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.78', 'le_us=3509', 'est[0.85,0.40,0.01,58]']"
"['CD37[0.00,0.00,0.00]=1.09', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3021', 'est[0.86,0.42,0.10,56]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.69', '5B01[4.00,4.00,0.00]=4.65', 'le_us=3448', 'est[0.86,0.44,0.21,56]']"
"['CD37[0.00,0.00,0.00]=1.04', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.67', '5B01[4.00,4.00,0.00]=4.74', 'le_us=3021', 'est[0.87,0.44,0.21,56]']"
